BS;FG-St;PF-St;*S/*P;SET;G2;G3;ZP;Material;Benennung;Denom.Estruct.;Vorhaben;Cese (Entfall);PRNummer;Fecha SOP;Früh. SOP-Entfall
2;B-FG;B-FG;;M43;A;;D;14A881318B;REVEST.ASIENTO ANT;;LZ23597.;;+3L4/3L6;16/09/2024;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;LZ23597.;;+3L3/3L4;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;10E881859B;EMBLEMA;;LZ23597.;LZ24517.;+3L6;25/11/2024;25/11/2024
2;K-FG;K-FG;;M43;A;;D;578881859A;EMBLEMA;;LZ24517.;;+3L6;25/11/2024;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+3L4/3L6;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;5NA881253;EMPUNADURA;;.ZL02011;;+3L3;14/10/2024;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+3L4/3L6;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;1K0881449;GRAPA;Betaetigung Hoehenverstellung;.ZL02011;;+3L3;14/10/2024;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+3L4/3L6;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;2G0881092;PALANCA ACCIONAM;;.ZL02011;;+3L3;14/10/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;N  90737107;TORN. HEXAGONAL CO N BRIDA;Betaetigung Hoehenverstellung;.ZL02011;LZ24039.;+3L3;14/10/2024;14/10/2024
2;K-FG;K-FG;;M43;A;;D;N  90737101;TORN. HEXAGONAL CO N BRIDA;Betaetigung Hoehenverstellung;LZ24039.;;+3L3;14/10/2024;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+3L4/3L6;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;5H0882252;EMPUNADURA;Betaetigung Hoehenverstellung;.ZL02011;;+3L3;14/10/2024;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;LZ25353.;+3L4/3L6;16/09/2024;16/09/2024
2;B-FG;B-FG;;M43;A;;D;83A881094;PALANCA ACCIONAM;;.ZL02011;LZ25353.;+3L3;14/10/2024;14/10/2024
2;K-FG;K-FG;;M43;A;;D;4N0881088;RECUBRIMIENTO;;.ZL02011;;;16/09/2024;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+7P1;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;5G0881236A;PALANCA ACCIONAM;;.ZL02011;;+7P4;14/10/2024;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+3L4/3L6;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;5G4881671A;PERILLA;Lehnenneigungsverstellung;.ZL02011;V24Y99..;+3L3;14/10/2024;31/12/9999
1;K-FG;K-FG;;M43;A;;D;571881671;PERILLA;Lehnenneigungsverstellung;V24Y99..;;+3L3;31/12/9999;31/12/9999
2;B-FG;B-FG;;M43;A;;D;5NA881716;PROTECTOR D/CANTOS;;.ZL02011;26L422D.;;16/09/2024;12/06/2028
1;;;;M43;A;;D;5NA881716;PROTECTOR D/CANTOS;Leitungsschutz Lehnenrahmen;26L422D.;;+Q1D;12/06/2028;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;26L422D.;;+Q1D;12/06/2028;31/12/9999
1;P-FG;P-FG;;M43;A;;D;578880284;REFUERZO;;26L422D.;;+Q4Q;12/06/2028;31/12/9999
1;;;;M43;A;;D;N  90959602;CASQUILLO ROSCADO REMACHABLE;;26L422D.;;+Q4Q;12/06/2028;31/12/9999
1;;;;M43;A;;D;N  91283501;TORN.HEXAGONAL INT ER.PLANO;;26L422D.;;+Q4Q;12/06/2028;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+3J9;16/09/2024;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+3J9;16/09/2024;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+3J9;16/09/2024;31/12/9999
E;;;*P;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+3J9;16/09/2024;31/12/9999
E;;;*P;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+3J9;16/09/2024;31/12/9999
E;;;*P;M43;A;;D;;Leerteil;Leerteil;20230517114;;+3J9;31/12/9999;31/12/9999
2;;;*P;M43;A;;D;5WA881914B;SOP.APOYACABEZAS;Integrierte Kopfstütze vorne;.ZL02011;VQ59635.;+Q1D+3J9+5QD;16/09/2024;16/09/2024
2;B-FG;B-FG;*S;M43;A;;D;5WA881914H;SOP.APOYACABEZAS;Integrierte Kopfstütze vorne;VQ59635.;LZ24347.;+Q1D+3J9+5QD;16/09/2024;26/11/2024
2;K-FG;K-FG;*S;M43;A;;D;578881914;SOP.APOYACABEZAS;Integrierte Kopfstütze vorne;LZ24347.;LP07402.;+Q1D+3J9+5QD;26/11/2024;31/12/9999
E;;;*S;M43;A;;D;578881914;SOP.APOYACABEZAS;Integrierte Kopfstütze vorne;LP07402.;;+Q1D+3J9+5QD+8RX;31/12/9999;31/12/9999
E;;;*S;M43;A;;D;578881914B;SOP.APOYACABEZAS;Integrierte Kopfstütze vorne;LP07402.;;+Q1D+3J9+5QD+9VI;31/12/9999;31/12/9999
1;P-FG;P-FG;*S;M43;A;;D;578881914A;SOP.APOYACABEZAS;Integrierte Kopfstütze vorne;26L422D.;;+Q4Q+3J9+5QD;12/06/2028;31/12/9999
2;K-FG;K-FG;;M43;A;;D;8W0881920E;PIEZA GUIA;Führungsteil Kopfstuetze mit Taste;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;8W0881920D;PIEZA GUIA;Führungsteil Kopfstuetze ohne Taste;.ZL02011;;;16/09/2024;31/12/9999
2;R-FG;K-FG;*P;M53;I;;J;5QS959760H;UNID.MANDO ASIENTO;Memory linker Sitz (kleine Massage);VQ58018.;VQ58711.;+3L6+5QD;25/11/2024;25/11/2024
2;K-FG;K-FG;*S;M53;I;;J;8Y4959760;UNID.MANDO ASIENTO;Memory linker Sitz (kleine Massage);LZ22804.;;+3L6+5QD;25/11/2024;31/12/9999
E;;;*P;M53;I;;J;;Leerteil;Leerteil;VQ58018.;;+3L3/3L4;16/09/2024;31/12/9999
2;B-FG;B-FG;*P;M43;A;;B;5QS959748;INTERRUPTOR AJUSTE ASIENTO;Sitz re. Memory Steuerstrom Massage;.ZL02011;VQ58165.;+3L6+4D0;25/11/2024;25/11/2024
E;;;*P;M43;A;;B;;Leerteil;Leerteil;.ZL02011;VQ58165.;+3L3/3L4;16/09/2024;16/09/2024
2;B-FG;B-FG;*P;M43;A;;B;8W0959748A;INTERRUPTOR AJUSTE ASIENTO;links Memory Steuerstrom Massage;VQ58165.;LZ24116.;+3L4+4D0+5QD;16/09/2024;16/09/2024
2;B-FG;B-FG;*P;M43;A;;B;8W0959748A;INTERRUPTOR AJUSTE ASIENTO;links Memory Steuerstrom Massage;LZ24116.;VQ63240.;+3L6+4D0+5QD;25/11/2024;25/11/2024
2;K-FG;K-FG;*P;M43;A;;B;8W0959748A;INTERRUPTOR AJUSTE ASIENTO;links Memory Steuerstrom Massage;VQ63240.;;+3L6+5QD;25/11/2024;31/12/9999
2;B-FG;B-FG;*P;M43;A;;B;4M0959748;INTERRUPTOR AJUSTE ASIENTO;links Memory Steuerstrom Massage;VQ58165.;LZ24116.;+3L6+4D0+5QD;25/11/2024;25/11/2024
2;B-FG;B-FG;*P;M43;A;;B;4M0959748;INTERRUPTOR AJUSTE ASIENTO;links Memory Steuerstrom Massage;LZ24116.;VQ63240.;+3L4+4D0+5QD;16/09/2024;16/09/2024
2;K-FG;K-FG;*P;M43;A;;B;4M0959748;INTERRUPTOR AJUSTE ASIENTO;links Memory Steuerstrom Massage;VQ63240.;;+3L4+5QD;16/09/2024;31/12/9999
E;;;*P;M43;A;;B;;Leerteil;Leerteil;VQ58165.;;+3L3+5QD;14/10/2024;31/12/9999
2;B-FG;B-FG;*P;M43;A;;B;N  10526302;FLSH-TP-SCHRAUBE;;.ZL02011;VQ58165.;+3L6;25/11/2024;25/11/2024
2;K-FG;K-FG;*P;M43;A;;B;N  10415903;FLSH-TP-SCHRAUBE;SE336/0EU Bef.Sitzschalter vo.re.;VQ58165.;;+3L4/3L6+5QD;16/09/2024;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+6A0;16/09/2024;31/12/9999
2;;;;M43;A;;D;5H0860290;SOPORTE EXTINTOR;VO RE;.ZL02011;LZ23403.;+6A6;16/09/2024;16/09/2024
2;K-FG;K-FG;;M43;A;;D;5H0860290;SOPORTE EXTINTOR;VO RE;LZ23403.;;+6A8;16/09/2024;31/12/9999
2;P-FG;P-FG;;M43;A;;D;N  90088003;TUERCA GRAPADORA;VO RE;.ZL02011;LZ23403.;+6A6;16/09/2024;16/09/2024
2;K-FG;K-FG;;M43;A;;D;N  90088003;TUERCA GRAPADORA;VO RE;LZ23403.;;+6A8;16/09/2024;31/12/9999
2;P-FG;P-FG;;M43;A;;D;N  90737101;TORN. HEXAGONAL CO N BRIDA;VO RE;.ZL02011;LZ23403.;+6A6;16/09/2024;16/09/2024
2;K-FG;K-FG;;M43;A;;D;N  90737101;TORN. HEXAGONAL CO N BRIDA;VO RE;LZ23403.;L25C59..;+6A8;16/09/2024;15/12/2025
2;B-FG;B-FG;;M43;A;;D;N  90737101;TORN. HEXAGONAL CO N BRIDA;VO RE;L25C59..;;+6A8;15/12/2025;31/12/9999
2;B-FG;B-FG;;M43;A;;D;N  90737803;TORN. HEXAGONAL CO N BRIDA;VO RE;L25C59..;;+6A8;15/12/2025;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+6A0;16/09/2024;31/12/9999
2;;;;M43;A;;D;8E0860985;PLACA FIJACION;VO RE;.ZL02011;LZ23403.;+6A6;16/09/2024;16/09/2024
2;K-FG;K-FG;;M43;A;;D;8E0860985;PLACA FIJACION;VO RE;LZ23403.;;+6A8;16/09/2024;31/12/9999
E;;;;M43;A;;B;;Sitz vorn Rechts Lordose;Sitz vorn Rechts Lordose;.ZL02011;;+7P4;14/10/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;B;5G0959777;INTERRUPTOR;Sitz vorn Rechts Lordose;.ZL02011;;+7P1;16/09/2024;31/12/9999
1;K-FG;K-FG;;M43;A;;B;5G0959777A;INTERRUPTOR;Sitz vorn Rechts Lordose;26L422D.;;+8I6;12/06/2028;31/12/9999
E;;;;M43;A;;B;;Sitz vorne rechts Bef Lordose;Sitz vorne rechts Bef Lordose;.ZL02011;;+7P4;14/10/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;B;N  10415903;FLSH-TP-SCHRAUBE;Sitz vorne rechts Bef Lordose;.ZL02011;;+7P1;16/09/2024;31/12/9999
1;K-FG;K-FG;;M43;A;;B;N  10415903;FLSH-TP-SCHRAUBE;Sitz vorne rechts Bef Lordose;26L422D.;;+8I6;12/06/2028;31/12/9999
E;;;;M43;A;;B;;Leerteil;Leerteil;.ZL02011;;+3L3;14/10/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;B;7P6959816A;BOTON CAMBIO;Tapa tecla regulación asi. ant. der. Horizontal;.ZL02011;;+3L4/3L6;16/09/2024;31/12/9999
E;;;;M43;A;;B;;Leerteil;Leerteil;.ZL02011;;+3L3;14/10/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;B;7P6959818A;BOTON CAMBIO;Tapa tecla regulación asi. ant. der. Vertical;.ZL02011;;+3L4/3L6;16/09/2024;31/12/9999
2;B-FG;B-FG;;M51;J;;J;578971366A;MAZO ASIENTO;VO. RE.   BEIFAHRERSEITE;.ZL02011;LZ24392.;+L0L+3L4+7P1;16/09/2024;16/09/2024
2;K-FG;K-FG;;M51;J;;J;578971366M;MAZO ASIENTO;VO. RE.   BEIFAHRERSEITE;LZ24392.;;+L0L+3L4+7P1;16/09/2024;31/12/9999
1;;;;M51;J;;J;578971366N;MAZO ASIENTO;VO. RE.   BEIFAHRERSEITE;26L422D.;;+L0L+3L4+8I6;12/06/2028;31/12/9999
2;K-FG;K-FG;;M51;J;;J;578971366F;MAZO ASIENTO;VO. RE.   BEIFAHRERSEITE;.ZL02011;;+L0L+3L3+7P4;14/10/2024;31/12/9999
2;B-FG;B-FG;;M51;J;;J;579971366A;MAZO ASIENTO;VO. RE.   FAHRERSEITE;.ZL02011;LP05339.;+L0R+3L6+4X3+7P1;25/11/2024;25/11/2024
2;B-FG;B-FG;;M51;J;;J;579971366C;MAZO ASIENTO;VO. RE.   FAHRERSEITE;.ZL02011;LZ24392.;+L0R+3L6+6C2+7P1;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579971366K;MAZO ASIENTO;VO. RE.   FAHRERSEITE;LZ24392.;26L422C.;+L0R+3L6+7P1;25/11/2024;31/08/2026
2;K-FG;K-FG;;M51;J;;J;579971366K;MAZO ASIENTO;VO. RE.   FAHRERSEITE;26L422C2;26L422C3;+L0R+3L6+7P1;31/08/2026;29/11/2027
2;B-FG;B-FG;;M51;J;;J;579971366K;MAZO ASIENTO;VO. RE.   FAHRERSEITE;26L422C.;26L422C2;+L0R+3L6+7P1+8RX;31/08/2026;31/08/2026
1;;;;M51;J;;J;579971366K;MAZO ASIENTO;VO. RE.   FAHRERSEITE;26L422C3;;+L0R+3L6+7P1+8RX;29/11/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;579971366P;MAZO ASIENTO;VO. RE.   FAHRERSEITE;26L422C.;26L422C2;+L0R+3L6+7P1+9VI;31/08/2026;31/08/2026
1;;;;M51;J;;J;579971366P;MAZO ASIENTO;VO. RE.   FAHRERSEITE;26L422C3;;+L0R+3L6+7P1+9VI;29/11/2027;31/12/9999
1;;;;M51;J;;J;579971366N;MAZO ASIENTO;VO. RE.   FAHRERSEITE;26L422D.;26L422C1;+L0R+3L6+8I6;12/06/2028;12/06/2028
1;B-FG;B-FG;;M51;J;;J;579971366N;MAZO ASIENTO;VO. RE.   FAHRERSEITE;26L422C1;;+L0R+3L6+8I6+8RX;12/06/2028;31/12/9999
1;B-FG;B-FG;;M51;J;;J;579971366Q;MAZO ASIENTO;VO. RE.   FAHRERSEITE;26L422C1;;+L0R+3L6+8I6+9VI;12/06/2028;31/12/9999
2;B-FG;B-FG;;M51;J;;J;579971366F;MAZO ASIENTO;VO. RE.   FAHRERSEITE;.ZL02011;LP05339.;+L0R+3L3+4X3+7P4;25/11/2024;25/11/2024
2;B-FG;B-FG;;M51;J;;J;579971366H;MAZO ASIENTO;VO. RE.   FAHRERSEITE;.ZL02011;LZ24392.;+L0R+3L3+6C2+7P4;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579971366H;MAZO ASIENTO;VO. RE.   FAHRERSEITE;LZ24392.;;+L0R+3L3+7P4;25/11/2024;31/12/9999
E;;;;M43;A;;B;;Leerteil;Leerteil;.ZL02011;;+3L3;14/10/2024;31/12/9999
E;;;;M43;A;;B;;Leerteil;Leerteil;.ZL02011;;+3L4;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;B;578959769;ITERRUPTOR MEMORIA ASIENTO;Interruptor memoria asiento ant. der. sólo conductor;.ZL02011;LZ23597.;+L0R+3L6;25/11/2024;25/11/2024
2;K-FG;K-FG;;M43;A;;B;578959769A;ITERRUPTOR MEMORIA ASIENTO;Interruptor memoria asiento ant. der. sólo conductor;LZ23597.;LP05306.;+L0R+3L6;25/11/2024;12/06/2028
1;K-FG;K-FG;;M43;A;;B;578959769A;ITERRUPTOR MEMORIA ASIENTO;Inter. memoria asiento ant. der. sólo conductor  Bucket;LP05306.;;+L0R+Q1D+3L6;12/06/2028;31/12/9999
1;B-FG;B-FG;;M43;A;;B;578959769B;ITERRUPTOR MEMORIA ASIENTO;Inter. memoria asiento ant. der. sólo conductor  CUP Bucket;LP05306.;;+L0R+Q4Q+3L6;12/06/2028;31/12/9999
E;;;;M54;E;;B;;Leerteil;Leerteil;26L422C.;26L422C2;+L0L;31/08/2026;31/08/2026
E;;;;M54;E;;B;;Leerteil;Leerteil;26L422C3;;+L0L;29/11/2027;31/12/9999
E;;;;M54;E;;B;;Leerteil;Leerteil;26L422C.;26L422C2;+L0R+8RX;31/08/2026;31/08/2026
E;;;;M54;E;;B;;Leerteil;Leerteil;26L422C3;;+L0R+8RX;29/11/2027;31/12/9999
2;;;;M54;E;;B;578035387;ALTAVOZ C.SOPORTE;ZSB. actuador+sop. Senheiser asiento der. cond. (Bucket);26L422C.;26L422C2;+L0R+Q1D+9VI;31/08/2026;31/08/2026
1;;;;M54;E;;B;578035387;ALTAVOZ C.SOPORTE;ZSB. actuador+sop. Senheiser asiento der. cond. (Bucket);26L422C3;;+L0R+Q1D+9VI;29/11/2027;31/12/9999
1;;;;M54;E;;B;578035387A;ALTAVOZ C.SOPORTE;ZSB. actuador+sop. Senheiser asiento der. cond. (CUP Bucket);26L422C1;;+L0R+Q4Q+9VI;12/06/2028;31/12/9999
E;;;;M54;E;;B;;Leerteil;Leerteil;26L422C.;26L422C2;+L0L;31/08/2026;31/08/2026
E;;;;M54;E;;B;;Leerteil;Leerteil;26L422C3;;+L0L;29/11/2027;31/12/9999
E;;;;M54;E;;B;;Leerteil;Leerteil;26L422C.;26L422C2;+L0L+8RX;31/08/2026;31/08/2026
E;;;;M54;E;;B;;Leerteil;Leerteil;26L422C3;;+L0L+8RX;29/11/2027;31/12/9999
2;;;;M54;E;;B;578035417;ALTAVOZ;ZSB. actuador+sop. Senheiser asiento der.  cond.;26L422C.;26L422C2;+L0R+9VI;31/08/2026;31/08/2026
1;;;;M54;E;;B;578035417;ALTAVOZ;ZSB. actuador+sop. Senheiser asiento der.  cond.;26L422C3;;+L0R+9VI;29/11/2027;31/12/9999
E;;;;M51;J;;M;;Leerteil;Leerteil;26L422C.;26L422C2;+L0L;31/08/2026;31/08/2026
E;;;;M51;J;;M;;Leerteil;Leerteil;26L422C3;;+L0L;29/11/2027;31/12/9999
E;;;;M51;J;;M;;Leerteil;Leerteil;26L422C.;26L422C2;+L0R+8RX;31/08/2026;31/08/2026
E;;;;M51;J;;M;;Leerteil;Leerteil;26L422C3;;+L0R+8RX;29/11/2027;31/12/9999
2;;;;M51;J;;M;578035643;SOPORTE;ZSB. actuador+sop. Senheiser asiento der. cond. (Bucket);26L422C.;26L422C2;+L0R+Q1D+9VI;31/08/2026;31/08/2026
1;;;;M51;J;;M;578035643;SOPORTE;ZSB. actuador+sop. Senheiser asiento der. cond. (Bucket);26L422C3;;+L0R+Q1D+9VI;29/11/2027;31/12/9999
1;;;;M51;J;;M;578035643A;SOPORTE;ZSB. actuador+sop. Senheiser asiento der. cond. (CUP Bucket);26L422C1;;+L0R+Q4Q+9VI;12/06/2028;31/12/9999
E;;;;M54;E;;B;;Leerteil;Leerteil;26L422C.;26L422C2;+L0L;31/08/2026;31/08/2026
E;;;;M54;E;;B;;Leerteil;Leerteil;26L422C3;;+L0L;29/11/2027;31/12/9999
E;;;;M54;E;;B;;Leerteil;Leerteil;26L422C.;26L422C2;+L0R+8RX;31/08/2026;31/08/2026
E;;;;M54;E;;B;;Leerteil;Leerteil;26L422C3;;+L0R+8RX;29/11/2027;31/12/9999
2;;;;M54;E;;B;578035388;ALTAVOZ C.SOPORTE;ZSB. actuador+sop. Senheiser asiento der. cond. (Bucket);26L422C.;26L422C2;+L0R+Q1D+9VI;31/08/2026;31/08/2026
1;;;;M54;E;;B;578035388;ALTAVOZ C.SOPORTE;ZSB. actuador+sop. Senheiser asiento der. cond. (Bucket);26L422C3;;+L0R+Q1D+9VI;29/11/2027;31/12/9999
1;;;;M54;E;;B;578035388A;ALTAVOZ C.SOPORTE;ZSB. actuador+sop. Senheiser asiento der. cond.(Cup Bucket);26L422C1;;+L0R+Q4Q+9VI;12/06/2028;31/12/9999
E;;;;M54;E;;B;;Leerteil;Leerteil;26L422C.;26L422C2;+L0L;31/08/2026;31/08/2026
E;;;;M54;E;;B;;Leerteil;Leerteil;26L422C3;;+L0L;29/11/2027;31/12/9999
E;;;;M54;E;;B;;Leerteil;Leerteil;26L422C.;26L422C2;+L0R+8RX;31/08/2026;31/08/2026
E;;;;M54;E;;B;;Leerteil;Leerteil;26L422C3;;+L0R+8RX;29/11/2027;31/12/9999
2;;;;M54;E;;B;578035418;ALTAVOZ;actuador Senheiser asiento der. conduc.;26L422C.;26L422C2;+L0R+9VI;31/08/2026;31/08/2026
1;;;;M54;E;;B;578035418;ALTAVOZ;actuador Senheiser asiento der. conduc.;26L422C3;;+L0R+9VI;29/11/2027;31/12/9999
E;;;;M51;J;;M;;Leerteil;Leerteil;26L422C.;26L422C2;+L0L;31/08/2026;31/08/2026
E;;;;M51;J;;M;;Leerteil;Leerteil;26L422C3;;+L0L;29/11/2027;31/12/9999
E;;;;M51;J;;M;;Leerteil;Leerteil;26L422C.;26L422C2;+L0R+8RX;31/08/2026;31/08/2026
E;;;;M51;J;;M;;Leerteil;Leerteil;26L422C3;;+L0R+8RX;29/11/2027;31/12/9999
2;P-FG;P-FG;;M51;J;;M;578035644;SOPORTE;sensor Senheiser asiento der. conduc. (Bucket);26L422C.;26L422C2;+L0R+Q1D+9VI;31/08/2026;31/08/2026
1;;;;M51;J;;M;578035644;SOPORTE;sensor Senheiser asiento der. conduc. (Bucket);26L422C3;;+L0R+Q1D+9VI;29/11/2027;31/12/9999
1;P-FG;P-FG;;M51;J;;M;578035644A;SOPORTE;sensor Senheiser asiento der. conduc. (Cup Bucket);26L422C1;;+L0R+Q4Q+9VI;12/06/2028;31/12/9999
E;;;*P;M43;A;;B;;Leerteil;Leerteil;26V422L.;;+5QD;07/07/2025;31/12/9999
2;K-FG;K-FG;*P;M43;A;;D;N  91205201;TORNILLO CILINDRIC  INTERIOR DENTADO;;.ZL02011;;+Q1D;16/09/2024;31/12/9999
1;K-FG;K-FG;*P;M43;A;;D;N  91205201;TORNILLO CILINDRIC  INTERIOR DENTADO;;26L422D.;;+Q4Q;12/06/2028;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+6A0;16/09/2024;31/12/9999
2;;;;M43;A;;D;2HH860277A;EXTINTOR;VO RE;.ZL02011;LZ23403.;+6A6;16/09/2024;16/09/2024
2;K-FG;K-FG;;M43;A;;D;2HH860277A;EXTINTOR;VO RE;LZ23403.;;+6A8;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;8W0881347;TAPA;;LZ25043.;L25D04..;;16/09/2024;23/06/2025
2;K-FG;K-FG;;M43;A;;D;8W0881347;TAPA;;L25D04..;;;23/06/2025;31/12/9999
2;K-FG;K-FG;;M43;A;;D;8W0881347;TAPA;Linker Sitz;LZ25043.;L25D04..;;16/09/2024;23/06/2025
2;K-FG;K-FG;;M43;A;;D;8W0881348;TAPA;;LZ25043.;L25D04..;;16/09/2024;23/06/2025
2;K-FG;K-FG;;M43;A;;D;8W0881348;TAPA;;LZ25043.;L25D04..;;16/09/2024;23/06/2025
2;K-FG;K-FG;;M43;A;;D;8W0881348;TAPA;Rechter Sitz;L25D04..;;;23/06/2025;31/12/9999
2;P-FG;;;M60;A;;A;000890155D;HABITACULO;;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;578885049;RESPALDO ASTO/POST;;.ZL02011;;;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000685;LOGISTICA;HINTSLH.GET.LI.2SR;.ZL02011;;;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000709;LOTE BASICO;HINTSLH.GET.LI.2SR;.ZL02011;;;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000854;JUEGO DE PEQUEöAS PIEZAS;100 %;.ZL02011;;;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000855;JUEGO DE PEQUEöAS PIEZAS;3 TEILIG;.ZL02011;;+5KR;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000855A;JUEGO DE PEQUEöAS PIEZAS;3 TEILIG;.ZL02011;;+5KN;14/10/2024;31/12/9999
2;;;;M60;A;;A;L57000965;JUEGO DE PEQUEöAS PIEZAS;BEF# GURTSCHLOSS A;.ZL02011;;+9P4;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000966;JUEGO DE PEQUEöAS PIEZAS;SICHERHEITSGURT;.ZL02011;;+3C7;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000856;MONTAJE;BLENDE NTW LINKS;.ZL02011;;+3CX;16/09/2024;31/12/9999
2;K-FG;K-FG;;M60;A;;A;L57000856;MONTAJE;BLENDE NTW LINKS;LZ27012.;;+3CA;21/10/2024;31/12/9999
2;;;;M60;A;;A;L57000857;MONTAJE;MAL;.ZL02011;;+5KR;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000857A;MONTAJE;OHNE MAL;.ZL02011;;+5KN;14/10/2024;31/12/9999
2;;;;M60;A;;A;L57000858;MONTAJE;BEZUG,HINTERLEHNE;.ZL02011;;+N0D;14/10/2024;31/12/9999
2;;;;M60;A;;A;L57000858A;MONTAJE;BEZUG,HINTERLEHNE;.ZL02011;;+N0F;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000858B;MONTAJE;BEZUG,HINTERLEHNE;.ZL02011;;+N1T;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000858B;MONTAJE;BEZUG,HINTERLEHNE;25L804B.;25L730B.;+N5I;18/11/2024;07/07/2025
1;;;;M60;A;;A;L57000858C;MONTAJE;BEZUG,HINTERLEHNE;26L422D.;LP05830.;+N4X;12/06/2028;12/06/2028
1;;;;M60;A;;A;L57000858C;MONTAJE;BEZUG,HINTERLEHNE;LP05830.;;+N0C;12/06/2028;31/12/9999
2;;;;M60;A;;A;L57000858D;MONTAJE;BEZUG,HINTERLEHNE;26L838D.;27L838F.;+N3G;24/11/2025;23/11/2026
2;;;;M60;A;;A;L57001095;MONTAJE;BEZUG,HINTERLEHNE;.ZL02011;;+N0D+5KN;14/10/2024;31/12/9999
2;;;;M60;A;;A;L57001095A;MONTAJE;BEZUG,HINTERLEHNE;.ZL02011;;+N0D/N0F+5KR;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57001095B;MONTAJE;BEZUG HINTERLEHNE;.ZL02011;;+N1T+5KR;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57001095B;MONTAJE;BEZUG HINTERLEHNE;25L804B.;25L730B.;+N5I+5KR;18/11/2024;07/07/2025
1;;;;M60;A;;A;L57001095C;MONTAJE;BEZUG HINTERLEHNE;26L422D.;LP05830.;+N4X+5KR;12/06/2028;12/06/2028
1;;;;M60;A;;A;L57001095C;MONTAJE;BEZUG HINTERLEHNE;LP05830.;;+N0C+5KR;12/06/2028;31/12/9999
2;;;;M60;A;;A;L57001095D;MONTAJE;BEZUG HINTERLEHNE;26L838D.;27L838F.;+N3G+5KR;24/11/2025;23/11/2026
2;;;;M60;A;;A;L57000967;MONTAJE;SICHERHEITSGURT;.ZL02011;;+3C7;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578885039;RESPALDO ASTO/POST;LH, RSB 60, Tech;.ZL02011;;+N0D+5KN;14/10/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578885039C;RESPALDO ASTO/POST;LH, RSB 60, Tech;.ZL02011;;+N0D+5KR;14/10/2024;31/12/9999
